Plot ID,Sowing date,Harvest date,Width,Length,Row,Column,Replicate,Rack,Accession,AlDe_CalcIcpYldRe_ppm,AlWtGr_CalcIcpTgw_uggrain,AsDe_CalcIcpYldRe_ppm,AsWtGr_CalcIcpTgw_uggrain,AwnPreAb_Vis_0to1 2019-08-07,CaDe_CalcIcpYldRe_ppm,CaWtGr_CalcIcpTgw_uggrain,CdDe_CalcIcpYldRe_ppm,CdWtGr_CalcIcpTgw_uggrain,CoDe_CalcIcpYldRe_ppm,CoWtGr_CalcIcpTgw_uggrain,CrDe_CalcIcpYldRe_ppm,CrWtGr_CalcIcpTgw_uggrain,CuDe_CalcIcpYldRe_ppm,CuWtGr_CalcIcpTgw_uggrain,FeDe_CalcIcpYldRe_ppm,FeWtGr_CalcIcpTgw_uggrain,FrWtGrnPl_Fh_kg,GrnAlCnc_Icp_ppm,GrnAlOff_CalcIcpYld_kgha,GrnAsCnc_Icp_ppm,GrnAsOff_CalcIcpYld_kgha,GrnCaCnc_Icp_ppm,GrnCaOff_CalcIcpYld_kgha,GrnCdCnc_Icp_ppm,GrnCdOff_CalcIcpYld_kgha,GrnCoCnc_Icp_ppm,GrnCoOff_CalcIcpYld_kgha,GrnCrCnc_Icp_ppm,GrnCrOff_CalcIcpYld_kgha,GrnCuCnc_Icp_ppm,GrnCuOff_CalcIcpYld_kgha,GrnFeCnc_Icp_ppm corrected,GrnFeOff_CalcIcpYld_kgha,GrnKCnc_Icp_ppm,GrnKOff_CalcIcpYld_kgha,GrnMc_CalcFh_%,GrnMgCnc_Icp_ppm,GrnMgOff_CalcIcpYld_kgha,GrnMnCnc_Icp_ppm,GrnMnOff_CalcIcpYld_kgha,GrnMoCnc_Icp_ppm,GrnMoOff_CalcIcpYld_kgha,GrnNaCnc_Icp_ppm,GrnNaOff_CalcIcpYld_kgha,GrnNiCnc_Icp_ppm,GrnNiOff_CalcIcpYld_kgha,GrnPCnc_Icp_ppm,GrnPOff_CalcIcpYld_kgha,GrnPbCnc_Icp_ppm,GrnPbOff_CalcIcpYld_kgha,GrnSCnc_Icp_ppm,GrnSOff_CalcIcpYld_kgha,GrnSeCnc_Icp_ppm,GrnSeOff_CalcIcpYld_kgha,GrnSsDrWt_Fh_g,GrnSsFrWt_Fh_g,GrnTiCnc_Icp_ppm,GrnTiOff_CalcIcpYld_kgha,GrnYld100_Fh_tha,GrnYld85_Fh_tha,GrnZnCnc_Icp_ppm,GrnZnOff_CalcIcpYld_kgha,HarPlL_Fh_m,HarPlW_Fh_m,KDe_CalcIcpYldRe_ppm,KWtGr_CalcIcpTgw_uggrain,LodAr_Vis_% 2019-08-05 2019-08-07,LodSev_Vis_0to10 2019-08-05 2019-08-07,MgDe_CalcIcpYldRe_ppm,MgWtGr_CalcIcpTgw_uggrain,MnDe_CalcIcpYldRe_ppm,MnWtGr_CalcIcpTgw_uggrain,MoDe_CalcIcpYldRe_ppm,MoWtGr_CalcIcpTgw_uggrain,NaDe_CalcIcpYldRe_ppm,NaWtGr_CalcIcpTgw_uggrain,NiDe_CalcIcpYldRe_ppm,NiWtGr_CalcIcpTgw_uggrain,NoGr_TgwMeas_No,NoGr_TgwMeas_No sample_1,NoGr_TgwMeas_No sample_2,PDe_CalcIcpYldRe_ppm,PWtGr_CalcIcpTgw_uggrain,PbDe_CalcIcpYldRe_ppm,PbWtGr_CalcIcpTgw_uggrain,SDe_CalcIcpYldRe_ppm,SWtGr_CalcIcpTgw_uggrain,SeDe_CalcIcpYldRe_ppm,SeWtGr_CalcIcpTgw_uggrain,TGW_CalcTGW_g,TGrUa_CalcFh_m2,TiDe_CalcIcpYldRe_ppm,TiWtGr_CalcIcpTgw_uggrain,WtGr_TgwMeas_g,WtGr_TgwMeas_g sample_1,WtGr_TgwMeas_g sample_2,ZnDe_CalcIcpYldRe_ppm,ZnWtGr_CalcIcpTgw_uggrain
1068,2018-10-26,2019-08-21,1.8,4.483,3,49,2,49,ParW231_0012,-7.235926346,0.335896614,-0.042832427,0.001195867,,-37.51448878,20.91327341,-0.029943236,0.000121614,,,-0.16175935,0.00772246,0.685191899,0.207128137,0.431720804,2.80207744,3.928,8.286,0.035256637,0.0295,0.000125521,515.895,2.195114996,0.003,1.27649,,,0.1905,0.000810571,5.1095,0.021740742,69.1225,0.294113795,4820.385,20.51056785,12.58907363,1285.7915,5.4709974,42.4145,0.180472199,0.259,0.001102036,15.4715,0.065830686,0.2005,0.00085312,4662.7755,19.839945,,,1868.8745,7.951994963,,,73.6,84.2,1.095,0.004659186,4.254964666,5.005840784,32.256,0.13724814,4.483,1.8,456.6800593,195.4080374,99.0,9.0,24.85256743,52.12322117,-0.606757389,1.71939258,-0.031586532,0.010499303,0.865181762,0.627181325,0.018380648,0.008127839,,503.0,501.0,371.2442446,189.0188873,,,80.96019206,75.76015154,,,40.53784861,10.49627647,-0.270577773,0.044388944,,20.4,20.3,3.958889021,1.307588845
1069,2018-10-26,2019-08-22,1.8,4.483,3,50,2,50,ParW546_0019,11.89503233,1.149134421,-0.050813002,0.000848665,,-88.57820921,19.64520846,-0.00818077,0.001039614,,,0.244930993,0.025078042,-0.358973549,0.17179095,20.53212724,3.749570326,4.216,27.081,0.119139748,0.02,8.79877,462.9675,2.036772315,0.0245,0.000107785,,,0.591,0.002600037,4.0485,0.017810911,88.364,0.388747264,4248.955,18.69278926,15.7960199,1476.7955,6.496992097,41.22,0.181342653,0.478,0.002102906,12.0975,0.053221561,0.263,0.001157038,4684.283,20.60796477,,,1727.7285,7.600942995,,,67.7,80.4,3.277,0.014416785,4.399385086,5.17574716,32.176,0.141554615,4.483,1.8,-110.5711777,180.2969036,99.0,9.0,222.4054704,62.66520964,-1.66449032,1.749097923,0.186752319,0.020283086,-2.497845259,0.513336053,0.082892495,0.011159941,,502.0,509.0,408.4654068,198.7692786,,,-52.60293338,73.31310846,,,42.43323442,10.36778164,1.934824251,0.139053709,,21.7,21.2,4.116124036,1.365331751
1070,2018-10-26,2019-08-22,1.8,4.483,3,51,2,51,Paragon,0.560630178,0.216541791,,,,12.18359755,17.93359423,,,,,0.064480603,0.008219104,-0.085849306,0.134930299,6.392783081,1.746682637,7.932,6.165,0.052515195,,,510.574,4.349212157,,,,,0.234,0.001993277,3.8415,0.032722972,49.7285,0.423601274,4672.363,39.80049505,13.34164589,963.7865,8.209803011,35.358,0.301189335,0.194,0.001652546,18.9425,0.161357514,0.1295,0.001103117,3907.2055,33.28266943,,,1484.0755,12.64177026,,,69.5,80.2,1.353,0.011525232,8.518279734,10.02150557,20.2685,0.172652753,4.483,1.8,432.0158445,164.1138447,50.0,7.0,-103.8277148,33.85240144,-3.625870507,1.241927761,-0.116103765,0.006814129,4.660105947,0.665343532,0.006770723,0.004548607,,503.0,502.0,79.54419666,137.2381633,,,-79.99107601,52.127229,,,35.12437811,24.25175958,0.678253923,0.047523284,,17.8,17.5,-1.025393429,0.711918458
1071,2018-10-26,2019-08-22,1.8,4.483,3,52,2,52,ParW811_0004,27.88449598,1.323455809,-0.036434579,0.001206554,,137.3803511,20.74781529,0.000261783,0.00101291,0.016748479,0.001266137,5.119990861,0.163584906,-0.004797896,0.133182721,134.2846984,6.124438928,3.582,44.424,0.169590082,0.0405,0.00015461,696.435,2.658663527,0.034,0.000129796,0.0425,0.000162245,5.491,0.020962073,4.4705,0.017066281,205.577,0.784796961,4198.4545,16.02773819,14.0,1232.041,4.703357054,45.5565,0.173913438,0.2885,0.001101358,18.4455,0.070416303,0.989,0.00377554,4094.621,15.63135039,,,1518.5235,5.797013424,,,68.8,80.0,7.1325,0.027228553,3.817532902,4.491215179,30.5275,0.116539736,4.483,1.8,-177.9074019,125.0780884,99.0,9.0,-48.73375775,36.7042999,2.120991908,1.357194638,-8.39923,0.008594836,3.805945952,0.549518371,0.800787008,0.029463754,,504.0,503.0,-244.505014,121.9847368,,,-292.3584063,45.23903178,,,29.79145978,12.81418544,5.696040361,0.212487587,,15.5,14.5,1.511833212,0.909458788
1072,2018-10-26,2019-08-22,1.8,4.483,3,53,2,53,ParW216_0045,-0.016885845,0.437619368,,,,335.9980838,31.16566028,,,,,0.053012531,0.012340909,0.525600453,0.171198814,4.295909276,2.311649012,5.182,12.234,0.069257959,,,871.261,4.932300005,,,,,0.345,0.001953081,4.786,0.027094049,64.624,0.36584325,4667.8625,26.42525974,11.84538653,1179.6105,6.677898901,42.4495,0.240311077,0.3295,0.001865334,15.414,0.087260272,0.1775,0.001004846,4479.3845,25.358266,,,1720.244,9.738481912,,,70.7,80.2,2.0495,0.011602435,5.661105001,6.660123531,30.7365,0.174002554,4.483,1.8,344.8438222,166.9729471,99.0,9.0,-17.5654502,42.19555346,0.759866583,1.518450494,0.032476231,0.011786462,0.914519482,0.551370356,0.014968874,0.006349308,,508.0,504.0,340.8483293,160.2309475,,,6.159873468,61.53441976,,,35.77075099,15.82607255,0.911774567,0.073312154,,18.3,17.9,4.749212836,1.099467688
1073,2018-10-26,2019-08-22,1.8,4.483,3,54,2,54,ParW103_0079,30.64237193,1.372694417,0.062542819,0.003629113,,-17.12483307,17.39224327,,,0.129311594,0.005042373,0.086530586,0.010922233,0.177775903,0.148654038,79.37350126,4.557711864,6.643,39.3375,0.282822398,0.104,0.000747722,498.412,3.58340202,,,0.1445,0.001038903,0.313,0.002250357,4.26,0.030627859,130.611,0.939045852,4122.073,29.63621405,12.66586248,1105.258,7.946405283,61.986,0.445656922,0.2665,0.001916039,13.5535,0.097444763,0.271,0.001948392,3926.315,28.22878483,0.0135,9.7061,1680.075,12.07913162,,,72.4,82.9,1.8035,0.012966513,7.189638331,8.458398037,23.4345,0.168485579,4.483,1.8,-156.7180092,143.8410319,85.0,9.0,-22.60492266,38.56832502,21.74389751,2.163020937,-0.037521314,0.009299601,-0.82984345,0.472953639,0.129762095,0.00945663,,501.0,502.0,-45.90911747,137.009995,-0.03224714,0.000471087,46.24736722,58.62674477,,,34.89531406,20.60344928,0.913459585,0.062933699,,17.9,17.1,-0.041912112,0.817754237
1074,2018-10-26,2019-08-22,1.8,4.483,3,55,2,55,ParW273_0075,-7.364218868,0.093839328,,,,33.99951655,16.00301803,,,,,-0.201493731,0.001741996,0.047308267,0.120726038,0.551148205,1.621684091,5.888,3.286,0.020863447,,,560.3825,3.557976422,,,,,0.061,0.000387301,4.2275,0.026841212,56.787,0.3605516,4578.6695,29.0708545,12.98543689,1031.996,6.552341365,33.196,0.210767798,0.294,0.001866663,18.4725,0.11728546,0.112,0.00071111,3512.3335,22.30048186,,,1709.877,10.85633839,,,71.7,82.4,0.9065,0.005755543,6.349192599,7.469638352,23.07,0.146475873,4.483,1.8,275.5604373,130.7544946,30.0,6.0,-133.9778602,29.47103202,-7.842010022,0.947988538,-0.006173798,0.00839585,4.025299975,0.527524951,-0.040945728,0.003198419,,506.0,506.0,-551.3353068,100.3028045,,,31.92129598,48.8294914,,,28.55731225,22.23315886,-0.119727054,0.025887204,,14.4,14.5,-1.786986668,0.658817194
1075,2018-10-26,2019-08-22,1.8,4.483,3,56,2,56,ParW753_0058,-7.441869701,0.123615492,,,,-71.90265383,15.38637512,-0.008499452,0.000706951,,,-0.137036917,0.004511023,0.112575189,0.145295333,-13.71771391,1.471249901,5.687,3.672,0.022582361,,,457.0525,2.810818231,0.021,0.000129147,,,0.134,0.000824084,4.316,0.026542884,43.7035,0.2687713,4284.6245,26.34992841,12.73809524,1101.261,6.772623485,26.4,0.162356844,0.295,0.001814215,13.596,0.083613774,0.131,0.000805634,3607.251,22.18416237,,,1548.8725,9.525380695,,,73.3,84.0,1.3365,0.008219315,6.149880442,7.235153461,23.0865,0.141979215,4.483,1.8,-24.2516022,144.2390969,99.0,9.0,-73.75088946,37.07323525,-14.82675992,0.888738828,-0.004261357,0.009930983,-0.866343646,0.457700497,-0.024722244,0.00441003,,505.0,502.0,-478.1039639,121.4357586,,,-139.5481998,52.14178525,,,33.66434955,18.26822892,0.277976211,0.044992403,,17.0,16.9,-2.097890665,0.777192006
1076,2018-10-26,2019-08-22,1.8,4.483,3,57,2,57,ParW387_0069,-2.968799235,0.479258973,-0.046536565,0.000824028,,-97.27894648,19.42079835,-0.027269313,0.000195165,,,-0.264072086,0.002623878,0.607487034,0.214962861,-8.00018738,2.465534895,4.531,11.0505,0.054157476,0.019,9.31172,447.7945,2.194599344,0.0045,2.2541,,,0.0605,0.000296505,4.9565,0.024291347,56.849,0.27861168,4144.068,20.30969321,12.71820449,1382.2485,6.774271795,39.3655,0.192926667,0.294,0.001440867,13.5765,0.066537168,0.1495,0.000732686,4330.259,21.22219804,,,1687.321,8.269403844,,,70.0,80.2,0.9875,0.004839646,4.900907322,5.76577332,28.6315,0.140320328,4.483,1.8,-200.9467772,179.7277747,99.0,9.0,150.6005487,59.94796585,-3.044045525,1.707277418,0.000456376,0.012750748,-0.980739893,0.588811316,-0.023621054,0.006483799,,501.0,502.0,109.0095286,187.8028579,,,-66.67772904,73.17892672,,,43.36989033,11.30025298,-0.2734086,0.042827767,,22.0,21.5,1.395459308,1.241745015
1077,2018-10-26,2019-08-22,1.8,4.483,3,58,2,58,ParW396_0035,-2.340139463,0.410924257,0.023551403,0.003316337,1.0,27.03208533,22.67266802,,,,,-0.252231811,0.00182901,1.300478792,0.224164257,-6.562614909,2.193304455,5.105,10.2225,0.056500675,0.0825,0.000455985,564.0245,3.117414029,,,,,0.0455,0.000251483,5.5765,0.030821816,54.5625,0.301571834,3948.528,21.82386861,12.6340882,1211.588,6.696555608,32.816,0.181376977,0.3465,0.001915137,13.7135,0.075795745,0.136,0.000751684,3997.6615,22.09543387,,,1702.0225,9.407231102,,,73.3,83.9,1.076,0.005947149,5.527089743,6.502458521,28.7075,0.158668929,4.483,1.8,-378.3683705,158.7230067,99.0,9.0,8.3349803,48.70343842,-9.000546731,1.319138218,0.050089746,0.013928614,-0.796162919,0.551255545,-0.028398025,0.005466931,,502.0,508.0,-155.4561995,160.6980761,,,-19.0981723,68.41793416,,,40.1980198,13.74965675,-0.083441395,0.043253069,,20.5,20.1,2.500070061,1.153984653
1078,2018-10-26,2019-08-22,1.8,4.483,3,59,2,59,ParW753_0025,-7.505224549,0.165825591,-0.053058759,0.00012815,,-50.49845613,17.70524114,-0.015218478,0.000549213,,,-0.223995288,0.002343307,1.168957133,0.198393898,-12.37717801,1.735401969,5.318,4.529,0.026060964,0.0035,2.01398,483.5625,2.782535838,0.015,8.63136,,,0.064,0.000368272,5.4185,0.031179362,47.397,0.272733827,4273.3195,24.58971623,12.68656716,1271.478,7.316392612,34.984,0.201306416,0.3235,0.001861497,18.478,0.106326891,0.117,0.000673246,4061.0145,23.3680618,,,1723.0705,9.914965321,,,70.2,80.4,1.252,0.007204311,5.754242395,6.769696935,28.5875,0.164499404,4.483,1.8,-47.00427436,156.4640604,40.0,7.0,78.5254675,46.55411575,-6.617431704,1.280910236,0.026049853,0.011844685,3.985596007,0.676556693,-0.044233676,0.004283858,,500.0,516.0,-67.38785757,148.6906884,,,13.87660419,63.08880177,,,36.61417323,15.71588783,0.12936664,0.045840945,,18.5,18.7,2.75320679,1.046707677
1079,2018-10-26,2019-08-22,1.8,4.483,3,60,2,60,Crusoe,,0.160066337,,,3.0,,15.21118762,,,,,,0.003725743,,0.138625743,,1.76282104,8.967,4.554,0.044348283,,,432.769,4.214440516,,,,,0.106,0.001032261,3.944,0.038407911,50.1535,0.488410543,4039.329,39.33625513,12.36494598,955.8025,9.307905098,29.0195,0.28260101,0.3385,0.003296419,13.8165,0.134549419,0.135,0.001314672,3026.618,29.47415717,,,1419.1215,13.81985111,,,73.0,83.3,0.872,0.00849181,9.738314242,11.45684028,19.8115,0.192930613,4.483,1.8,,141.9764153,100.0,0.0,,33.59503837,,1.019992327,,0.011897772,,0.485629455,,0.00474505,,504.0,506.0,,106.3811277,,,,49.88001312,,,35.14851485,27.70618981,,0.030649505,,17.9,17.6,,0.696344802
1080,2018-10-26,2019-08-22,1.8,4.483,3,61,2,61,ParW218_0062,-5.236738719,0.22222994,-0.051507799,0.00010509,,10.26182243,18.97946677,-0.029364193,1.7515,,,-0.268139401,0.000402844,0.627180852,0.170035329,0.216196423,2.060846407,5.504,6.344,0.037741629,0.003,1.78476,541.807,3.223310005,0.0005,2.97459,,,0.0115,6.84156,4.854,0.028877343,58.831,0.349996495,4296.1075,25.55833772,12.77915633,1359.142,8.085787017,35.513,0.211273402,0.3475,0.002067342,14.4995,0.086260206,0.1205,0.000716877,4535.408,26.98198063,,,1896.659,11.28357502,,,70.3,80.6,0.5195,0.003090602,5.949184866,6.999041019,32.7935,0.195094594,4.483,1.8,-18.57567049,150.4923885,90.0,8.0,175.0293486,47.61066287,-5.903819926,1.244018263,0.049157417,0.012172904,0.021907622,0.507916617,-0.038018032,0.004221108,,501.0,501.0,428.216356,158.8750707,,,197.7006672,66.4398512,,,35.02994012,16.98314312,-0.571544694,0.018198054,,17.9,17.2,7.279432837,1.148754341
1081,2018-10-26,2019-08-08,1.8,4.483,2,2,3,2,ParW566_0052,0.533026912,0.140913267,,,,-36.45203939,17.55842436,-0.001208146,0.000862574,-0.00160154,0.000235248,-0.07015501,0.002058416,-0.306402251,0.136972871,-0.303310561,1.432265347,8.839,3.594,0.034544176,,,447.8285,4.304359071,0.022,0.000211456,0.006,5.76697,0.0525,0.00050461,3.4935,0.033578208,36.53,0.351112618,4294.2845,41.27504712,12.25247525,1003.5405,9.645653759,36.704,0.35278504,0.3075,0.002955574,14.9705,0.143890814,0.111,0.00106689,3922.1635,37.69836006,0.0345,0.000331601,1606.9365,15.44526912,0.033,0.000317184,70.9,80.8,0.3825,0.003676446,9.611623805,11.30779271,18.8375,0.181058963,4.483,1.8,85.57293817,168.3699665,90.0,7.0,-14.49482355,39.34673644,-1.244466617,1.439087525,-0.007609036,0.012056436,0.77117759,0.586962178,0.003501543,0.004352079,,507.0,503.0,213.463487,153.7798758,-0.015652884,0.001352673,100.2765633,63.00463901,-0.03884603,0.001293861,39.20792079,24.51449506,-0.115079547,0.01499703,,19.8,19.8,-0.660390491,0.738579208
1082,2018-10-26,2019-08-08,1.8,4.483,2,3,3,3,ParW305_0107,-2.969372076,0.086139388,,,,47.20106868,19.92418327,-0.011974077,0.000476111,,,,,-0.610668573,0.120950395,-3.240209524,1.441955775,7.947,2.352,0.020321124,,,544.0215,4.700309607,0.013,0.000112319,,,,,3.3025,0.028533381,39.372,0.340171464,4194.3645,36.23903055,12.26993865,1072.5615,9.266860084,39.918,0.344888867,0.22,0.001900785,15.1615,0.130994352,0.139,0.001200951,3825.806,33.0547096,,,1468.834,12.69062815,,,71.5,81.5,0.381,0.003291815,8.639933546,10.1646277,17.387,0.150222525,4.483,1.8,-42.4626377,153.6139417,90.0,5.0,10.46381134,39.28137379,1.049336438,1.461952419,-0.090660689,0.008057256,0.888349133,0.5552731,0.01796542,0.005090721,,504.0,509.0,11.38123843,140.115896,,,-88.84507486,53.79441402,,,36.62388944,23.59097758,-0.274033176,0.013953702,,18.5,18.6,-3.707056425,0.636779566
1083,2018-10-26,2019-08-08,1.8,4.483,2,4,3,4,ParW110_0030,-2.498338263,0.191859514,,,,-98.14399056,17.34915966,-0.018793969,0.00031888,,,-0.08693485,0.004613132,-0.414326027,0.152360902,-6.392971057,1.723589346,7.326,4.5125,0.035710451,,,408.049,3.229166492,0.0075,5.93526,,,0.1085,0.000858634,3.5835,0.028358648,40.5385,0.320808447,4174.073,33.03225022,12.83292978,1005.338,7.955916527,42.7055,0.337957377,0.2535,0.002006116,13.1265,0.103878833,0.1245,0.000985252,3798.468,30.05983494,,,1502.5615,11.89078088,,,72.0,82.6,0.527,0.004170506,7.913673339,9.310203928,19.6255,0.155309796,4.483,1.8,-83.76826619,177.4704972,15.0,5.0,-89.69275772,42.74430149,3.149063335,1.81572443,-0.053835908,0.010778147,-1.201831693,0.558103915,-0.006651742,0.005293409,,503.0,506.0,-94.97749591,161.5007703,,,-93.25027148,63.88492403,,,42.5173439,18.61281212,-0.245717082,0.02240664,,21.9,21.0,-2.661561902,0.834424133
1084,2018-10-26,2019-08-08,1.8,4.483,2,5,3,5,ParW231_0012,-5.997705601,0.141949158,,,,-91.51756011,19.37720762,-0.017942688,0.000454455,-0.000762156,0.000681683,-0.180320278,0.002454059,0.131425586,0.192461881,-7.582801565,2.033415446,6.478,3.1235,0.021884734,,,426.383,2.987443117,0.01,7.00648,0.015,0.000105097,0.054,0.00037835,4.235,0.029672434,44.744,0.313497852,4605.8515,32.27079729,12.72294887,1114.4305,7.808232801,45.658,0.319901773,0.432,0.003026799,13.9325,0.097617755,0.1345,0.000942371,4066.48,28.49170273,,,1687.8525,11.82590144,0.046,0.000322298,73.4,84.1,0.4305,0.003016289,7.006478018,8.242915316,22.1965,0.155519289,4.483,1.8,321.7608003,209.3154296,30.0,6.0,-21.73802881,50.64590094,5.242443512,2.074952673,0.128817184,0.019632475,-0.464759863,0.63317005,-0.009289419,0.006112426,,507.0,503.0,74.32712656,184.803398,,,44.40793298,76.70537599,-0.021867311,0.002090495,45.44554455,15.41730457,-0.489219889,0.019564307,,23.5,22.4,-1.580783968,1.00873203
1085,2018-10-26,2019-08-08,1.8,4.483,2,6,3,6,ParW560_0063,-8.453994048,0.126942395,,,1.0,-25.88922493,20.54331786,-0.007362439,0.000914132,,,-0.211598041,0.002762709,0.99579333,0.212180079,-13.29256489,1.841121786,5.439,3.1245,0.018591243,,,505.6435,3.008654568,0.0225,0.000133878,,,0.068,0.00040461,5.2225,0.031074657,45.3165,0.269639963,3995.7735,23.77545087,11.72248804,1209.067,7.194129762,49.8315,0.29650489,0.294,0.001749344,13.189,0.078476526,0.1465,0.000871697,4200.486,24.99352091,,,1714.342,10.2005917,0.0315,0.00018743,73.8,83.6,0.372,0.002213456,5.950149795,7.000176229,28.3005,0.168392214,4.483,1.8,-318.8817506,162.3405524,99.0,9.0,24.99810435,49.12205476,8.415593868,2.024557507,-0.004347001,0.011944652,-1.288519064,0.535843572,-0.01200459,0.005952012,,508.0,511.0,93.39934508,170.6576255,,,15.43433133,69.65040118,-0.03475403,0.001279784,40.62806673,14.64541701,-0.718888336,0.015113641,,20.9,20.5,2.788017897,1.149794603
1086,2018-10-26,2019-08-08,1.8,4.483,2,7,3,7,ParW912_0006,-1.433321992,0.131203888,,,1.0,-22.07698799,17.81110212,-0.012655679,0.000452362,,,-0.127795428,0.001093209,-0.020246648,0.145981053,-5.490773666,1.360083514,8.09,3.4805,0.030681058,,,472.4825,4.164994359,0.012,0.000105782,,,0.029,0.000255639,3.8725,0.034136588,36.0795,0.31804546,4459.075,39.30732296,12.07317073,1073.105,9.459559395,40.592,0.357823731,0.4685,0.004129888,15.444,0.136140858,0.1015,0.000894736,3955.659,34.8696458,,,1628.6435,14.35670314,0.0555,0.00048924,72.1,82.0,0.358,0.003155816,8.815129363,10.37074043,19.8255,0.174764347,4.483,1.8,227.3171025,168.0930832,20.0,9.0,18.95175863,40.45267864,1.889248007,1.530190551,0.157037273,0.017660974,1.184160408,0.582190157,-0.017094016,0.00382623,,509.0,507.0,160.2964175,149.1158855,,,80.16317907,61.39473036,-0.015129581,0.002092175,37.69685039,23.38425961,-0.268644276,0.013495472,,19.5,18.8,-0.980767603,0.747358907
1087,2018-10-26,2019-08-08,1.8,4.483,2,8,3,8,ParW273_0011,-4.831808181,0.083979061,,,33.0,-27.68599809,12.05789198,-0.019231442,0.000198826,-0.007036229,0.000186399,-0.201545382,0.000397652,-0.805455314,0.080835127,-12.38479446,0.934841781,6.78,3.379,0.024997287,,,485.164,3.589163516,0.008,5.91827,0.0075,5.54838,0.016,0.000118365,3.2525,0.02406146,37.6145,0.278265888,4738.276,35.05298692,11.95266272,934.3015,6.911808908,36.2435,0.268123455,0.2985,0.002208254,15.849,0.117248297,0.1235,0.000913633,3915.8155,28.96855935,,,1602.2925,11.85349651,0.1335,0.000987611,74.4,84.5,0.5085,0.003761799,7.39783561,8.703336012,18.903,0.139841287,4.483,1.8,465.5091187,117.7614583,25.0,6.0,-184.1204877,23.2204091,-3.801438323,0.900768004,-0.00647443,0.007418689,1.481475258,0.393898826,-0.014837615,0.003069374,,516.0,506.0,-33.75571466,97.3206592,,,-20.6036187,39.82214237,0.065034986,0.003317906,24.85322896,29.76609446,-0.347803926,0.012637867,,12.3,13.1,-4.231412796,0.469800587
1088,2018-10-26,2019-08-08,1.8,4.483,2,9,3,9,ParW231_0039,-2.436537032,0.16419003,,,,-113.2145548,15.93427966,-0.020358969,0.000224778,,,-0.171675284,0.000551728,0.006074724,0.162493978,-2.760962165,1.74701461,7.472,4.0175,0.032754792,,,389.8895,3.178780234,0.0055,4.48417,,,0.0135,0.000110066,3.976,0.032416442,42.747,0.348517512,4591.459,37.43429643,11.95121951,1134.23,9.2474096,43.56,0.355145925,0.415,0.003383507,14.9875,0.122193516,0.1255,0.001023205,4280.727,34.90088955,,,1661.4025,13.54546206,0.089,0.00072562,72.2,82.0,0.341,0.002780183,8.153028575,9.591798323,21.9835,0.179232104,4.483,1.8,340.5434082,187.6469917,15.0,4.0,50.0530691,46.35451333,4.230234288,1.780240869,0.106568336,0.016960513,0.677354378,0.612519743,-0.002317406,0.005129023,,506.0,507.0,413.324548,174.9477767,,,78.15820847,67.89937167,0.019381615,0.003637315,40.86870681,19.94931871,-0.392931728,0.013936229,,21.0,20.4,0.089619639,0.898437216
1089,2018-10-26,2019-08-08,1.8,4.483,2,10,3,10,ParW560_0062,-3.959445344,0.102962141,,,1.0,-26.18508892,17.82769158,-0.020068662,0.000223588,,,-0.10862095,0.003037066,-0.174874947,0.141922299,-5.929670451,1.500441229,7.372,2.763,0.022208017,,,478.408,3.845274341,0.006,4.82259,,,0.0815,0.000655068,3.8085,0.030611376,40.2645,0.323631814,4186.3595,33.64847738,12.01982652,1136.0735,9.131357082,44.4825,0.357534606,0.4955,0.003982654,12.5705,0.101037234,0.1095,0.000880122,4124.8645,33.15420231,,,1600.9285,12.8676972,0.0425,0.0003416,71.0,80.7,0.9245,0.007430804,8.037646404,9.456054593,20.327,0.163381238,4.483,1.8,-67.8946415,156.0030894,80.0,8.0,46.66443746,42.33534549,5.043466627,1.657623389,0.18759655,0.018464618,-1.748412292,0.468434886,-0.019924736,0.004080476,,507.0,502.0,244.9078921,153.7115017,,,11.62600333,59.65798969,-0.026942167,0.001583746,37.26461843,21.56910963,0.171871633,0.03445114,,19.3,18.3,-1.756415132,0.757477899
1090,2018-10-26,2019-08-08,1.8,4.483,2,11,3,11,ParW110_0011,-7.349145454,0.166072908,,,,-120.9632084,16.03543546,-0.028381307,5.85657,,,-0.246043053,0.00132749,-0.003916873,0.164921116,-13.33930998,1.769915139,5.51,4.2535,0.025264802,,,410.7035,2.439483382,0.0015,8.9965,,,0.034,0.000201952,4.224,0.025089579,45.3315,0.269258579,4056.313,24.09355692,13.01204819,1134.5355,6.738877313,49.626,0.294766912,0.3825,0.002271961,11.7285,0.069664565,0.1165,0.000691983,4212.437,25.02089721,,,1648.281,9.790406238,0.079,0.000469242,72.2,83.0,0.658,0.003908367,5.939767696,6.987961995,22.8955,0.135993951,4.483,1.8,-258.6426536,158.3739737,20.0,1.0,-50.00418337,44.29660518,8.200261953,1.937588845,0.084200528,0.014934263,-2.749807889,0.457925498,-0.042149218,0.004548606,,501.0,503.0,104.2207209,164.4696518,,,-51.17178656,64.35519442,0.012761826,0.003084462,39.0438247,15.21307849,-0.434570661,0.025690837,,19.6,19.6,-2.63403646,0.893927888
