Plot ID,Sowing date,Harvest date,Width,Length,Row,Column,Replicate,Rack,Accession,PECO:0007167,PECO:0007102,AvailN_CalcNutAvail_kgha,BioYld100_CalcGbSamp_tha,BmsNOff_CalcCombYld_kgha,BmsNUpE_CalcFh_kgNOff/kg_Navail,BmsNUtE_CalcFh_kg_biomass/kg_Noff,FertN_FertApl_kgha,FrWtGrnPl_Fh_kg,GrnAlCnc_Icp_ppm,GrnAlOff_CalcIcpYld_kgha,GrnAsCnc_Icp_ppm,GrnAsOff_CalcIcpYld_kgha,GrnCaCnc_Icp_ppm,GrnCaOff_CalcIcpYld_kgha,GrnCdCnc_Icp_ppm,GrnCdOff_CalcIcpYld_kgha,GrnCoCnc_Icp_ppm,GrnCoOff_CalcIcpYld_kgha,GrnCrCnc_Icp_ppm,GrnCrOff_CalcIcpYld_kgha,GrnCuCnc_Icp_ppm,GrnCuOff_CalcIcpYld_kgha,GrnFeCnc_Icp_ppm,GrnFeOff_CalcIcpYld_kgha,GrnKCnc_Icp_ppm,GrnKOff_CalcIcpYld_kgha,GrnMc_CalcFh_%,GrnMgCnc_Icp_ppm,GrnMgOff_CalcIcpYld_kgha,GrnMnCnc_Icp_ppm,GrnMnOff_CalcIcpYld_kgha,GrnMoCnc_Icp_ppm,GrnMoOff_CalcIcpYld_kgha,GrnNCnc_Com_%,GrnNOff_CalcCombYld_kgha,GrnNUE_CalcFh_kg_grain/kg_Navail,GrnNUpE_CalcFh_kgNOff/kg_Navail,GrnNUtE_CalcFh_kg_grain/kg_Noff,GrnNaCnc_Icp_ppm,GrnNaOff_CalcIcpYld_kgha,GrnNiCnc_Icp_ppm,GrnNiOff_CalcIcpYld_kgha,GrnPCnc_Icp_ppm,GrnPOff_CalcIcpYld_kgha,GrnPbCnc_Icp_ppm,GrnPbOff_CalcIcpYld_kgha,GrnSCnc_Icp_ppm,GrnSOff_CalcIcpYld_kgha,GrnSeCnc_Icp_ppm,GrnSeOff_CalcIcpYld_kgha,GrnSsDrWt_Fh_g,GrnSsFrWt_Fh_g,GrnTiCnc_Icp_ppm,GrnTiOff_CalcIcpYld_kgha,GrnWt_GbSamp_g,GrnYld100_Fh_tha,GrnYld85_Fh_tha,GrnZnCnc_Icp_ppm,GrnZnOff_CalcIcpYld_kgha,HI_CalcGbSamp_%,HarPlL_Fh_m,HarPlW_Fh_m,LodAr_Vis_% 2021-08-11,LodSev_Vis_0to10 2021-08-11,NHi_CalcCombYld_%,NoGr_TgwMeas_No sample_1,NoGr_TgwMeas_No sample_2,SlMinN_SoilSam_kgha,SpkPop_CalcGbSamp_m2,StmNoS_GbSamp_No,StrwChfWt_GbSamp_g,StrwNCnc_Com_%,StrwNOff_CalcCombYld_kgha,StrwYld100_CalcGbSamp_tha,StrwYld85_CalcGbSamp_tha,TGW_CalcTGW_g,WtGrSp_CalcGbSamp_g,WtGr_TgwMeas_g sample_1,WtGr_TgwMeas_g sample_2
213,2020-09-28,2021-08-14,1.8,9.0,3,39,2,1,Crusoe,SFP,N100,182.24,19.31715213,156.1745425,0.856971809,123.6895068,100.0,13.723,9.9035,0.089846067,0.049,0.000444535,252.0405,2.286549966,0.048,0.000435463,0.0175,0.000158763,0.041,0.000371958,3.6545,0.033154183,24.8815,0.225728774,4792.279,43.47628808,13.56382979,930.4855,8.441506776,33.9425,0.307931552,0.122,0.001106803,1.63,147.8760931,49.78134851,0.811435981,58.08983212,14.7385,0.133709926,0.102,0.00092536,2966.2385,26.91016937,,,1150.931,10.44142207,0.0135,0.000122474,65.0,75.2,0.0455,0.000412783,169.4,9.072152953,10.67312112,19.9475,0.180966771,46.96423621,7.3675,1.8,,,94.68642635,510.0,514.0,82.24,535.5462192,100.0,191.3,0.081,8.29844933,10.24499917,12.0529402,39.16015625,1.694,20.2,19.9
214,2020-09-28,2021-08-14,1.8,9.0,3,40,2,1,Graham,SFP,N100,182.24,18.71136692,171.4074399,0.940558823,109.1630966,100.0,13.785,10.731,0.096812833,0.0365,0.000329295,276.9775,2.498832951,0.045,0.000405981,,,0.04,0.000360872,3.3255,0.030001964,24.719,0.223009637,4697.034,42.37565625,14.18826739,1017.8445,9.182779739,30.9255,0.279003379,0.0745,0.000672123,1.56,140.7399302,49.50499561,0.772277932,52.63359866,12.948,0.116814142,0.084,0.00075783,3075.286,27.74458571,,,1145.777,10.33695994,,,62.9,73.3,0.043,0.000387937,135.1,9.021790401,10.61387106,20.4175,0.184202406,48.21556031,7.3675,1.8,,,82.10841392,519.0,509.0,82.24,667.786114,100.0,145.1,0.3165,30.66750967,9.689576515,11.39950178,40.95330739,1.351,21.8,20.3
215,2020-09-28,2021-08-14,1.8,9.0,3,41,2,1,Riband,SFP,N100,182.24,15.42358687,159.9362886,0.877613524,96.43581832,100.0,10.436,13.6065,0.093692255,0.019,0.000130831,346.1945,2.383841785,0.0405,0.000278877,0.006,4.13151,0.038,0.000261662,4.13,0.028438541,23.928,0.164764507,5016.9945,34.54624821,13.99229782,1016.766,7.001293425,34.538,0.237823326,0.0745,0.000512995,1.67,114.9936172,37.78448936,0.631000972,43.05367719,14.1235,0.097252237,0.111,0.000764329,3377.1275,23.25437766,0.0325,0.00022379,1183.9285,8.152348546,,,67.0,77.9,0.051,0.000351178,155.9,6.885845342,8.10099452,20.516,0.141270003,44.64490263,7.3675,1.8,,,71.89964091,514.0,500.0,82.24,441.6834728,100.0,193.3,0.5264,44.94267141,8.53774153,10.0444018,36.39053254,1.559,18.9,18.0
216,2020-09-28,2021-08-14,1.8,9.0,3,42,2,1,Paragon,SFP,N100,182.24,17.68452153,166.1299669,0.911599906,106.4499191,100.0,11.307,11.615,0.087322661,0.0175,0.000131567,293.8075,2.208872392,0.036,0.000270651,0.002,1.5362,0.0495,0.000372146,4.094,0.030779077,24.283,0.182561876,4858.1155,36.52376882,13.58344114,881.441,6.626756262,36.7165,0.276038097,0.0815,0.000612725,1.8,135.3256914,41.25380797,0.742568543,45.2542916,16.5965,0.124774046,0.098,0.000736773,3315.509,24.9263082,,,1209.9885,9.096807238,,,66.8,77.3,0.055,0.000413495,199.0,7.518093964,8.844816428,21.991,0.165330404,42.5122837,7.3675,1.8,,,81.45772487,510.0,509.0,82.24,377.7936665,100.0,269.1,0.303,30.80427553,10.16642757,11.96050302,34.34739941,1.99,17.7,17.3
217,2020-09-28,2021-08-14,1.8,9.0,3,43,2,1,Istabraq,SFP,N100,182.24,17.72737375,172.5706194,0.946941503,102.7253296,100.0,12.561,15.101,0.125771237,0.0165,0.000137423,281.2315,2.342284204,0.054,0.000449748,0.026,0.000216545,0.0615,0.000512213,3.3765,0.028121752,21.764,0.181265162,4745.0395,39.51986555,13.5,943.6375,7.859244824,36.039,0.300156919,0.0375,0.000312325,1.53,127.4286427,45.70165417,0.699235309,48.26238374,13.6145,0.11339067,0.0975,0.000812045,2962.2235,24.67138039,,,1054.717,8.784389263,,,69.2,80.0,0.053,0.000441419,179.8,8.328669457,9.798434655,20.022,0.16675662,46.98197021,7.3675,1.8,,,73.84144712,509.0,519.0,82.24,463.218546,100.0,202.9,0.4803,45.14197674,9.398704298,11.05729917,35.60311284,1.798,18.0,18.6
218,2020-09-28,2021-08-14,1.8,9.0,3,44,2,1,Zyatt,SFP,N100,182.24,19.09453247,188.8313279,1.036168393,101.1195159,100.0,13.966,10.851,0.100115371,,,221.443,2.043115665,0.072,0.000664299,0.0015,1.38396,0.036,0.000332149,3.195,0.029478261,28.092,0.259187264,4298.198,39.65677699,13.59477124,931.565,8.594965949,31.744,0.292881977,0.052,0.000479771,1.62,149.4672389,50.62759421,0.820167026,48.86039235,12.1415,0.112022005,0.139,0.001282466,2942.0455,27.14440849,0.0315,0.000290631,1069.528,9.867864015,,,66.1,76.5,0.0565,0.00052129,168.2,9.22637277,10.8545562,19.349,0.178521087,48.31944843,7.3675,1.8,,,79.15383561,514.0,502.0,82.24,548.5358365,100.0,179.9,0.3989,39.36408904,9.868159698,11.60959965,42.42125984,1.682,22.3,20.8
219,2020-09-28,2021-08-14,1.8,9.0,3,45,2,1,Soissons,SFP,N100,182.24,16.67409172,172.442933,0.946240853,96.69338967,100.0,11.356,10.7235,0.080610378,0.0005,3.75859,340.8285,2.562065944,0.064,0.000481099,0.003,2.25515,0.037,0.000278135,3.9885,0.029982235,25.768,0.193702449,4281.744,32.18659966,13.55498721,1096.1845,8.240205781,41.6475,0.313071358,0.0295,0.000221757,1.83,137.5642201,41.24874065,0.754851954,43.59222129,14.5825,0.109619139,0.149,0.001120058,3065.539,23.04417932,,,1253.5975,9.42350614,,,67.6,78.2,0.049,0.000368341,152.2,7.517170495,8.843729994,21.534,0.161874749,45.08293839,7.3675,1.8,,,79.77376496,503.0,507.0,82.24,493.900821,100.0,185.4,0.3809,34.87871293,9.156921221,10.7728485,34.45544554,1.522,17.2,17.6
220,2020-09-28,2021-08-14,1.8,9.0,3,46,2,1,Barrel,SFP,N100,182.24,16.73085115,164.6756744,0.903619811,101.5988015,100.0,12.62,11.267,0.093889513,0.0595,0.000495822,242.042,2.016970409,0.0605,0.000504155,,,0.1815,0.001512465,3.687,0.030724295,24.502,0.204178651,5319.9295,44.33172911,14.06896552,1072.5065,8.937349194,35.5445,0.296197374,0.049,0.000408324,1.54,128.3303901,45.72619742,0.70418344,50.60335867,14.5525,0.121268052,0.106,0.000883313,3223.231,26.85964232,0.0205,0.000170829,1085.2805,9.043796752,,,62.3,72.5,0.0465,0.000387491,206.5,8.333142217,9.803696726,19.439,0.161987952,49.80704293,7.3675,1.8,,,77.92917235,508.0,502.0,82.24,403.541996,100.0,208.1,0.4328,36.34528428,8.397708937,9.879657573,34.55445545,2.065,17.6,17.3
221,2020-09-28,2021-08-14,1.8,9.0,3,51,3,1,Mercia,RFP,N350,428.78,15.28656729,237.6037663,0.554139107,64.3363846,350.0,9.102,,,,,,,,,,,,,,,,,,,13.51689612,,,,,,,2.61,157.595705,14.08216245,0.36754444,25.41268478,,,,,,,,,,,,,69.1,79.9,,,135.8,6.038149617,7.103705432,,,39.49970913,7.3675,1.8,,,66.32710729,530.0,525.0,78.78,444.6354652,100.0,208.0,0.8651,80.00806132,9.248417676,10.88049138,28.2464455,1.358,15.0,14.8
222,2020-09-28,2021-08-14,1.8,9.0,3,52,3,1,Soissons,RFP,N350,428.78,13.12973257,198.1487193,0.462122112,66.26201074,350.0,8.064,,,,,,,,,,,,,,,,,,,13.07106599,,,,,,,2.45,131.8591836,12.55190889,0.307521768,27.16145485,,,,,,,,,,,,,68.5,78.8,,,127.4,5.382007494,6.331773523,,,40.99099099,7.3675,1.8,,,66.54556439,518.0,517.0,78.78,422.4495678,100.0,183.4,0.8556,66.28953574,7.747725074,9.114970676,23.76811594,1.274,12.4,12.2
223,2020-09-28,2021-08-14,1.8,9.0,3,53,3,1,Malacca,RFP,N350,428.78,14.09655312,237.1082711,0.552983514,59.45196705,350.0,9.875,,,,,,,,,,,,,,,,,,,13.24675325,,,,,,,2.62,172.1078744,15.32021746,0.401389697,27.70465497,,,,,,,,,,,,,66.8,77.0,,,144.6,6.56900284,7.728238636,,,46.60006445,7.3675,1.8,,,72.58619601,516.0,521.0,78.78,454.2878866,100.0,165.7,0.8635,65.00039668,7.527550281,8.855941507,27.67598843,1.446,14.2,14.5
224,2020-09-28,2021-08-14,1.8,9.0,3,54,3,1,Barrel,RFP,N350,428.78,14.35788535,223.2393983,0.520638552,64.31609054,350.0,8.619,,,,,,,,,,,,,,,,,,,13.60634082,,,,,,,2.36,134.3245031,13.2742111,0.313271382,25.49602032,,,,,,,,,,,,,65.4,75.7,,,101.8,5.691716235,6.696136747,,,39.64174455,7.3675,1.8,,,60.17060795,517.0,509.0,78.78,559.1076851,100.0,155.0,1.026,88.91489517,8.66616912,10.19549308,26.41325536,1.018,13.9,13.2
225,2020-09-28,2021-08-14,1.8,9.0,3,55,3,1,Robigus,RFP,N350,428.78,6.051208628,102.0309415,0.237956391,59.30758396,350.0,2.642,,,,,,,,,,,,,,,,,,,13.29032258,,,,,,,2.67,47.12378719,4.116180442,0.109902018,17.29804532,,,,,,,,,,,,,67.2,77.5,,,49.7,1.76493585,2.076395118,,,29.16666667,7.3675,1.8,100.0,9.0,46.18578101,519.0,513.0,78.78,355.1178773,100.0,120.7,1.281,54.90715429,4.286272778,5.042673857,15.89147287,0.497,8.4,8.0
226,2020-09-28,2021-08-14,1.8,9.0,3,56,3,1,Zyatt,RFP,N350,428.78,11.12510875,187.4735339,0.437225463,59.34228962,350.0,5.855,,,,,,,,,,,,,,,,,,,13.18373072,,,,,,,2.75,107.2916303,9.099104041,0.250225361,20.81101129,,,,,,,,,,,,,61.9,71.3,,,90.9,3.901513831,4.590016271,,,35.06944444,7.3675,1.8,,,57.23028105,513.0,504.0,78.78,429.2094423,100.0,168.3,1.11,80.18190355,7.223594914,8.498346958,22.32055064,0.909,11.6,11.1
227,2020-09-28,2021-08-14,1.8,9.0,3,57,3,1,Graham,RFP,N350,428.78,14.71687407,224.710821,0.524070201,65.49250277,350.0,9.432,,,,,,,,,,,,,,,,,,,13.4464752,,,,,,,2.24,140.6552181,14.64445825,0.328035865,27.94369573,,,,,,,,,,,,,66.3,76.6,,,163.5,6.279250808,7.387353892,,,42.66701461,7.3675,1.8,50.0,8.0,62.59387843,512.0,520.0,78.78,384.0520372,100.0,219.7,0.9962,84.05560289,8.437623257,9.926615597,26.74418605,1.635,13.7,13.9
228,2020-09-28,2021-08-14,1.8,9.0,3,58,3,1,Maris Widgeon,RFP,N350,428.78,7.693699095,164.3469079,0.383289584,46.81377454,350.0,7.434,,,,,,,,,,,,,,,,,,,13.94422311,,,,,,,2.87,142.6654234,11.5931729,0.332724062,30.24651171,,,,,,,,,,,,,64.8,75.3,,,194.8,4.970920676,5.848141972,,,64.61028192,7.3675,1.8,90.0,5.0,86.80748861,524.0,519.0,78.78,255.1807328,100.0,106.7,0.7963,21.68148455,2.722778419,3.203268729,33.17353787,1.948,17.7,16.9
229,2020-09-28,2021-08-14,1.8,9.0,3,59,3,1,Crusoe,RFP,N350,428.78,17.89080309,281.1584525,0.655717274,63.63245683,350.0,10.298,,,,,,,,,,,,,,,,,,,13.31658291,,,,,,,2.45,166.9665031,15.89383673,0.389399,24.23885624,,,,,,,,,,,,,69.0,79.6,,,111.0,6.814959312,8.01759919,,,38.0919698,7.3675,1.8,,,59.38519779,524.0,500.0,78.78,613.9602984,100.0,180.4,1.031,114.1919494,11.07584378,13.03040445,27.734375,1.11,14.7,13.7
230,2020-09-28,2021-08-14,1.8,9.0,3,60,3,1,Solstice,RFP,N350,428.78,11.88352329,203.5457439,0.474709044,58.38256827,350.0,5.416,,,,,,,,,,,,,,,,,,,13.23529412,,,,,,,2.79,100.545959,8.404771243,0.234493118,17.70510031,,,,,,,,,,,,,64.9,74.8,,,80.0,3.603797814,4.239762134,,,30.32600455,7.3675,1.8,,,49.39722986,508.0,517.0,78.78,450.4747267,100.0,183.8,1.244,102.9997849,8.279725477,9.740853502,24.09756098,0.8,12.5,12.2
231,2020-09-28,2021-08-14,1.8,9.0,3,61,3,1,Cadenza,RFP,N350,428.78,14.40045939,232.3752218,0.541945104,61.97071822,350.0,7.598,,,,,,,,,,,,,,,,,,,13.38481338,,,,,,,2.88,145.4044792,11.77472513,0.339112084,21.72678567,,,,,,,,,,,,,67.3,77.7,,,114.4,5.04876664,5.939725458,,,35.05976096,7.3675,1.8,80.0,7.0,62.57314273,508.0,513.0,78.78,441.3257552,100.0,211.9,0.93,86.9707426,9.351692753,11.00199147,29.57884427,1.144,15.0,15.2
232,2020-09-28,2021-08-14,1.8,9.0,3,62,3,1,Theodore,RFP,N350,428.78,20.75215326,322.0562444,0.751099035,64.43642569,350.0,14.01,,,,,,,,,,,,,,,,,,,13.20512821,,,,,,,2.3,213.961856,21.69571667,0.499001483,28.88529427,,,,,,,,,,,,,67.7,78.0,,,176.8,9.302689393,10.94434046,,,44.82758621,7.3675,1.8,,,66.43617683,513.0,514.0,78.78,526.1702145,100.0,217.6,0.9441,108.0943884,11.44946387,13.46995749,32.03505355,1.768,16.7,16.2
233,2020-09-28,2021-08-14,1.8,9.0,3,63,3,1,Xi19,RFP,N350,428.78,15.04422064,258.0811894,0.601896519,58.29258875,350.0,8.328,,,,,,,,,,,,,,,,,,,13.14741036,,,,,,,2.61,144.9563802,12.95275969,0.338067028,21.51991129,,,,,,,,,,,,,65.4,75.3,,,132.2,5.553884301,6.53398153,,,36.91706227,7.3675,1.8,,,56.16696847,510.0,513.0,78.78,420.1122769,100.0,225.9,1.192,113.1248091,9.490336335,11.16510157,27.46823069,1.322,13.9,14.2
234,2020-09-28,2021-08-14,1.8,9.0,3,64,3,1,Riband,RFP,N350,428.78,11.11511425,198.23099,0.462313984,56.07152669,350.0,6.536,,,,,,,,,,,,,,,,,,,13.49614396,,,,,,,2.7,117.5811068,10.15638745,0.274222461,21.96859234,,,,,,,,,,,,,67.3,77.8,,,121.3,4.354855809,5.123359775,,,39.17958656,7.3675,1.8,100.0,9.0,59.31519931,522.0,515.0,78.78,359.0153181,100.0,188.3,1.193,80.64988319,6.76025844,7.953245224,27.09739634,1.213,14.3,13.8
235,2020-09-28,2021-08-14,1.8,9.0,3,65,3,1,Istabraq,RFP,N350,428.78,12.11183692,193.4991202,0.451278325,62.59375702,350.0,6.238,,,,,,,,,,,,,,,,,,,13.49614396,,,,,,,2.42,100.1122611,9.648001991,0.233481648,21.37927185,,,,,,,,,,,,,67.3,77.8,,,90.0,4.136870294,4.866906228,,,34.15559772,7.3675,1.8,100.0,9.0,51.73783787,524.0,509.0,78.78,459.6522548,100.0,173.5,1.171,93.38685914,7.974966622,9.382313672,22.74927396,0.9,12.3,11.2
236,2020-09-28,2021-08-14,1.8,9.0,3,66,3,1,Hereward,RFP,N350,428.78,14.24923919,224.6817648,0.524002437,63.41965135,350.0,8.417,,,,,,,,,,,,,,,,,,,13.63636364,,,,,,,2.5,139.3248741,12.99732955,0.324933239,24.80394869,,,,,,,,,,,,,66.5,77.0,,,121.4,5.572994965,6.556464665,,,39.11082474,7.3675,1.8,,,62.00987173,517.0,517.0,78.78,459.0605408,100.0,189.0,0.9838,85.35689064,8.676244221,10.20734614,27.27272727,1.214,14.3,13.9
237,2020-09-28,2021-08-14,1.8,9.0,3,67,3,1,Paragon,RFP,N350,428.78,13.98681163,226.5035318,0.528251159,61.75096486,350.0,7.044,,,,,,,,,,,,,,,,,,,13.7150466,,,,,,,2.79,129.945691,10.86233417,0.303059123,20.56282129,,,,,,,,,,,,,64.8,75.1,,,98.7,4.657551647,5.479472526,,,33.29959514,7.3675,1.8,100.0,2.0,57.37027141,514.0,531.0,78.78,471.8897312,100.0,197.7,1.035,96.55784086,9.329259987,10.97559998,26.41148325,0.987,13.6,14.0
238,2020-09-28,2021-08-14,1.8,9.0,3,68,3,1,Claire,RFP,N350,428.78,7.660294725,131.0244825,0.305575079,58.46460582,350.0,3.58,,,,,,,,,,,,,,,,,,,14.05405405,,,,,,,2.73,64.66990221,5.524653404,0.150823038,18.07952866,,,,,,,,,,,,,63.6,74.0,,,64.6,2.368860887,2.786895161,,,30.92388703,7.3675,1.8,100.0,9.0,49.35711323,527.0,505.0,78.78,366.6967317,100.0,144.3,1.254,66.35458033,5.291433838,6.22521628,15.98837209,0.646,8.8,7.7
239,2020-09-28,2021-08-14,1.8,9.0,3,69,3,1,Avalon,RFP,N350,428.78,12.47828178,215.1393063,0.501747531,58.00093899,350.0,7.031,,,,,,,,,,,,,,,,,,,13.42281879,,,,,,,2.7,126.4202568,10.91989303,0.294837112,21.7637205,,,,,,,,,,,,,64.5,74.5,,,122.1,4.682231732,5.508507919,,,37.52304856,7.3675,1.8,90.0,8.0,58.76204535,519.0,521.0,78.78,383.4751623,100.0,203.3,1.138,88.71904956,7.796050049,9.171823587,28.07692308,1.221,14.7,14.5
240,2020-09-28,2021-08-14,1.8,9.0,3,70,3,1,Siskin,RFP,N350,428.78,18.27644274,274.978538,0.641304487,66.46497895,350.0,12.035,,,,,,,,,,,,,,,,,,,13.37047354,,,,,,,2.31,183.9562923,18.5724051,0.429022558,28.9603542,,,,,,,,,,,,,62.2,71.8,,,134.9,7.963475858,9.368795128,,,43.57235142,7.3675,1.8,,,66.8984182,513.0,509.0,78.78,590.3243779,100.0,174.7,0.8826,91.02224571,10.31296688,12.13290221,31.01761252,1.349,16.3,15.4
241,2020-09-28,2021-08-14,1.8,9.0,2,3,1,1,Crusoe,SFP,N200,272.16,21.33529458,286.5781226,1.052976641,74.44844142,200.0,16.46,11.24,0.120975461,0.0215,0.000231403,307.7495,3.312289837,0.0605,0.000651158,,,0.034,0.00036594,3.718,0.040016616,31.8315,0.342600569,4507.145,48.51013755,14.52020202,948.7505,10.21134604,38.5475,0.414884484,0.0825,0.000887943,2.11,227.0980637,39.54637495,0.834428512,37.55674477,14.114,0.151908155,0.098,0.001054768,2978.785,32.06048842,,,1393.4465,14.99758303,,,67.7,79.2,0.048,0.000516621,203.3,10.76294141,12.66228401,23.1535,0.249199764,50.44665012,7.3675,1.8,,,79.24473146,515.0,511.0,72.16,529.4117761,100.0,199.7,0.5626,59.48005892,10.57235317,12.43806255,37.62183236,2.033,19.7,18.9
242,2020-09-28,2021-08-14,1.8,9.0,2,4,1,1,Malacca,SFP,N200,272.16,18.76905649,262.0495004,0.962850898,71.62408805,200.0,13.908,11.234,0.102809225,,,307.5585,2.814656483,0.054,0.000494187,,,0.072,0.000658916,3.601,0.03295496,24.3945,0.223249033,4442.0725,40.65213011,14.09395973,995.8005,9.113181177,32.12,0.293949822,0.0585,0.000535369,2.13,194.9293649,33.6258575,0.716230765,34.9232239,13.0365,0.119305008,0.0985,0.000901434,3179.9115,29.10132062,,,1330.9685,12.18050913,,,64.0,74.5,0.0525,0.00048046,188.6,9.151613377,10.76660397,21.4525,0.196324986,48.7590486,7.3675,1.8,,,74.38646691,516.0,517.0,72.16,485.2393095,100.0,198.2,0.6979,67.1201355,9.617443115,11.31463896,34.07550823,1.886,17.4,17.8
243,2020-09-28,2021-08-14,1.8,9.0,2,5,1,1,Solstice,SFP,N200,272.16,19.07605811,255.8415784,0.940041073,74.56199351,200.0,14.319,12.231,0.11515517,,,343.9815,3.23859441,0.0505,0.000475459,0.0095,8.94427,0.047,0.000442506,3.1525,0.029680866,29.174,0.274673938,4265.5715,40.16046216,14.37994723,969.376,9.12669924,37.5505,0.353538895,0.059,0.000555486,2.09,196.7740218,34.59371313,0.723008604,36.8002145,12.3015,0.11581893,0.1075,0.001012115,2987.1035,28.12365402,,,1354.3395,12.7511402,,,64.9,75.8,0.053,0.000498996,225.8,9.415024964,11.07649996,22.685,0.213579841,49.35519126,7.3675,1.8,,,76.91244831,516.0,513.0,72.16,416.9630188,100.0,231.7,0.6114,59.06755665,9.661033145,11.36592135,37.02623907,2.258,19.5,18.6
244,2020-09-28,2021-08-14,1.8,9.0,2,6,1,1,Riband,SFP,N200,272.16,17.19630266,250.1803534,0.919239982,68.73562383,200.0,12.594,14.4985,0.119829898,,,423.8875,3.503424211,0.042,0.000347129,0.001,8.26499,0.031,0.000256215,3.872,0.032002025,27.526,0.227502002,4917.558,40.64354753,14.55525606,981.441,8.111596027,37.7385,0.31190817,0.0625,0.000516562,2.18,180.1766926,30.36811398,0.662024885,33.0361109,13.841,0.11439567,0.0995,0.000822366,3294.8235,27.23166977,0.0065,5.37224,1398.5615,11.55909108,,,63.4,74.2,0.0525,0.000433912,199.7,8.2649859,9.723512823,23.0495,0.190503793,48.06257521,7.3675,1.8,,,72.01872176,517.0,524.0,72.16,413.8701001,100.0,215.8,0.7838,70.00366077,8.931316761,10.50743148,35.8309318,1.997,18.5,18.8
245,2020-09-28,2021-08-14,1.8,9.0,2,7,1,1,Barrel,SFP,N200,272.16,19.29021969,255.7564346,0.939728228,75.42418132,200.0,14.566,13.1915,0.125672107,0.0125,0.000119084,290.464,2.767177565,0.0505,0.000481101,,,0.041,0.000390597,3.811,0.03630644,29.2315,0.278481158,5248.725,50.00328462,14.50777202,1120.04,10.67033973,37.131,0.35373771,0.046,0.00043823,2.02,192.4403259,35.00422106,0.707085265,37.24930253,14.61,0.1391858,0.078,0.000743086,3317.1075,31.60124991,,,1356.6095,12.92407793,,,66.0,77.2,0.056,0.000533498,181.1,9.526748805,11.20793977,22.829,0.217486148,49.38641942,7.3675,1.8,,,75.2435911,527.0,510.0,72.16,526.0490781,100.0,185.6,0.6485,63.31610872,9.76347089,11.48643634,32.01542912,1.811,17.4,15.8
246,2020-09-28,2021-08-14,1.8,9.0,2,8,1,1,Theodore,SFP,N200,272.16,21.71122296,292.8621535,1.076066114,74.13461486,200.0,17.134,12.0705,0.135402437,0.0385,0.000431879,251.122,2.816994383,0.046,0.000516011,,,0.0485,0.000544055,3.6,0.040383478,29.26,0.328227936,4670.169,52.38824095,14.47902571,957.158,10.73704697,29.8865,0.335255783,0.0455,0.000510402,2.03,227.7179458,41.21705173,0.83670615,38.30345664,12.272,0.13766279,0.09,0.001009587,3004.2985,33.70111739,0.017,0.0001907,1284.3115,14.4069348,,,63.2,73.9,0.0585,0.000656232,223.1,11.2176328,13.19721506,22.517,0.252587438,51.66743863,7.3675,1.8,,,77.75601697,511.0,513.0,72.16,502.8073867,100.0,208.7,0.6208,65.14420772,10.49359016,12.34540019,35.25390625,2.231,17.8,18.3
247,2020-09-28,2021-08-14,1.8,9.0,2,9,1,1,Xi19,SFP,N200,272.16,20.79569658,272.9025311,1.002728289,76.20191901,200.0,14.539,14.5255,0.138794311,0.0095,9.07746,339.1695,3.24083833,0.0465,0.000444318,,,0.072,0.000687976,3.696,0.035316084,30.637,0.292743198,4878.8005,46.61799975,14.06044678,1055.8075,10.08847026,40.666,0.388572473,0.1055,0.001008075,2.15,205.4371755,35.10882373,0.75483971,35.01329733,14.4885,0.138440768,0.085,0.000812193,3180.718,30.39245219,,,1497.4205,14.30817852,,,65.4,76.1,0.0575,0.000549425,176.9,9.555217466,11.24143231,23.561,0.225130479,45.94805195,7.3675,1.8,,,75.27858927,518.0,504.0,72.16,540.147963,100.0,208.1,0.6002,67.46535562,11.24047911,13.22409307,34.24657534,1.769,18.1,16.9
248,2020-09-28,2021-08-14,1.8,9.0,2,10,1,1,Claire,SFP,N200,272.16,19.13263861,261.6986464,0.961561752,73.10942901,200.0,14.248,11.7635,0.1104297,0.002,1.8775,333.919,3.134660172,0.0355,0.000333256,0.0015,1.4812,0.085,0.000797936,3.3935,0.031856436,28.0765,0.26356777,5123.629,48.09799911,13.96957123,1075.002,10.09156698,34.1345,0.320437165,0.045,0.000422437,2.16,202.7697128,34.49252904,0.745038627,35.87136133,13.7695,0.129260998,0.102,0.000957524,3110.8555,29.20311464,0.0225,0.000211218,1385.2355,13.00387984,0.003,2.81625,62.2,72.3,0.0475,0.000445906,191.6,9.387486703,11.044102,22.3135,0.209467685,49.0653009,7.3675,1.8,,,77.48214047,517.0,507.0,72.16,489.9523331,100.0,198.9,0.6047,58.92893358,9.745151906,11.4648846,29.19921875,1.916,15.1,14.8
